,full_text_id,segment,arg_comp,sem_type,arg_comp_correct,sem_type_correct
3234,27,"but that doesn't translate in the copyright and patent area, where, as in this very case, the plaintiff is a corporation, and the defendant is an individual, so the two don't fit together very neatly, do they?",NA,NA,,
3235,28,Mr,NA,NA,,
3236,28,"Chief Justice, and it please the Court: I would like to make three initial points",NA,NA,,
3237,28,"First, what this case is about is whether the Petitioner may bring a Fourth Amendment claim for unlawful detention pursuant to legal process",premise,logos-pathos,,
3238,28,"Second, this case is not about whether the decision to prosecute is governed by due process, the Fourth Amendment, or any other amendment",premise,logos,,
3239,28,"And third, this case is not about whether there's some constitutional tort named malicious prosecution",premise,logos-pathos,,
3240,28,"All we ask the Court to do is to affirm your numerous -- numerous suggestions made in Albright that the Fourth Amendment supports this cause of action, and bring the Seventh Circuit in line with all other -- with the Tenth Circuit ruling on this",premise,logos,,
3241,28,"What -- what I need what we need to do is determine the -- not the statute of limitations, which is two years, set by State -- State -- by the State,",premise,logos,,
3242,28,but the accrual period,NA,NA,,
3243,28,"And in Wallace, the Court has said that we -- you normally look to, not the State law,",premise,logos,,
3244,28,"but it's a Federal question, that you normally look in reference to the common law",NA,NA,,
3245,28,"And in Wallace, they did say that that would be malicious prosecution that does have as an accrual period favorable termination",premise,logos,,
3246,28,"But our claim, technically, here is it is detention without probable cause, not the search that occurred when he's -- when he was arrested",premise,logos-pathos,,
3247,28,Right,claim,agreement,,
3248,28,And that went through for 48 days after he -- after he became subject to legal process,premise,logos-pathos,,
3249,28,"I guess --
You haven't proper legal process",claim,evaluation-rational,,
3250,28,You're -- you're correct,claim,agreement,,
3251,28,It's been corrupted,claim,interpretation,,
3252,28,"because --
Correct",NA,NA,,
3253,28,Correct,premise,pathos,,
3254,28,Correct,premise,pathos,,
3255,28,That's,NA,NA,,
3256,28,Yes,claim,agreement,,
3257,28,"You are, I wish I could take credit for that,",claim,agreement,,
3258,28,but -- (Laughter,NA,NA,,
3259,28,")
Right",NA,NA,,
3260,28,Right,claim,agreement,,
3261,28,Wallace talked about malicious prosecution,premise,pathos,,
3262,28,"And this is a larger issue of 1983 jurisdiction, which is, you know, what is a proper accrual period for a constitutional -- a constitutional violation",premise,logos,,
3263,28,"We don't -- we're not --
-- cause",premise,logos-pathos,,
3264,28,Right,claim,agreement,,
3265,28,don't -- you're not -- you're not straightjacketed into a particular common-law provision,premise,logos-pathos,,
3266,28,"You're -- you have the right to fashion one that does justice, and this is the one that does -- does justice",premise,logos,,
3267,28,Yes,claim,agreement,,
3268,28,"But that's -- just a label, and that's what -- what the court, at least in Wallace, has used as a label for talking about these type of claims, and in other -- in Gerstein, too",premise,logos,,
3269,28,"It's just -- it's just a label to, in a sense, distinguish this case from detention without legal process",claim,evaluation-rational,,
3270,28,No,claim,agreement,,
3271,28,We would say Fourth Amendment -- at least based on your cases -- the Fourth -- the Fourth Amendment claim ends at conviction,premise,logos,,
3272,28,And then the due claim or whatever,premise,logos,,
3273,28,"One reason is that Gerstein -- the Gerstein hearing is a nonadversarial hearing, so it would be a -- a grand jury proceeding",premise,logos,,
3274,28,"While a -- a conviction, in a sense, presumes that you're -- you're -- you -- you are -- you are held with probable cause, and then you really have a due process claim after that",premise,logos-pathos,,
3275,28,I believe -- I believe,NA,NA,,
3276,28,No,claim,agreement,,
3277,28,"It's really Fourth -- well, here, it's a Fourth Amendment claim",premise,logos,,
3278,28,"We're not -- we're not raising --
In your release?
Well, yes --
Right",NA,NA,,
3279,28,"But you have be -- there has to be a favorable termination in order for you -- it's an element of -- of State court malicious prosecution, so you need to be --
It would be a malicious that would be a malicious prosecution claim under State law",premise,logos-pathos,,
3280,28,You -- you could if you if you ruled that way,premise,logos,,
3281,28,"Generally, this Court has ruled that after conviction, there is -- there is due process, your trial rights have been violated, so that has been a different amendment that you've gone under",premise,logos-pathos,,
3282,28,"In this case --
It could be a -- it be a Fourth Amendment right",premise,logos,,
3283,28,You could have more than one amendment cover more than one -- the same set of facts,premise,logos,,
3284,28,"Well, we're claiming a Fourth Amendment right",premise,logos-pathos,,
3285,28,"Yes, it could be Usually -- or at least reading Justice Kennedy's concurrence, it appeared that the due process provision -- the due process claim dealt with the issue of whether to prosecute, as opposed to this issue, which is the decision to hold somebody, detain somebody, pending a decision to prosecute or a trial",premise,logos,,
3286,28,So it's the Fourth Amendment that really covers this rather than due process,premise,logos,,
3287,28,No,claim,agreement,,
3288,28,No,claim,agreement,,
3289,28,Yes,claim,agreement,,
3290,28,"And in and in Gerstein, the Court did make recognition that -- that detention could go beyond being released, depending on the conditions of the release",premise,logos,,
3291,28,So it's not just -- I would say it's not just Justice Ginsburg's concurrence,NA,NA,,
3292,28,It was this Court's opinion in Gerstein that that was a possibility,claim,evaluation-rational,,
3293,28,I think there's -- some good reasons for that,claim,interpretation,,
3294,28,"They were expressed in Heck, which applies in this particular case, too",premise,logos,,
3295,28,You don't want to have parallel -- parallel litigation,premise,logos,,
